"","lat","long","sog","cog","heading","rot","nav_stt","timestamp","mmsi","shiptype","ship_name","year_of_build","country_of_build","ship_status_eff_date","ship_type_group","ship_type_level2","flag_code","flag_eff_date","flag_name","port_of_registry","call_sign","charterer_latest_reported","class_narrative","displacement","draught","length_registered","net_tonnage","pandi_club","sale_price_usd","doc_company","group_ben_owner","group_ben_ownercountry_ofcontrol","operator","registered_owner","registered_owner_countryofregistration","ship_manager","ship_manager_countryofcontrol","technical_mgr","ship_builder","grosstonnage","deadweight","lengthoverallloa","lengthbetweenperpendicularslbp","countryofeconomicbenefit","fueltype1capacity","fueltype1code","fueltype1first"
"21","41.37635","29.011815999999996","3.400000095367432","155.0","130.0","-127.0","0.0","2022-02-16 12:32:00",374540000,"75","HTK NEPTUNE",2007,"Japan",20070807,"Bulk Carrier-Large Handy","Dry Cargo/Passenger","PAN",201812,"Panama","Panama","3FDD","Falcon","Nippon Kaiji Kyokai (2007-08-00)Survey Type: Date: 2007-08  NK: Special Survey Date: 2020-06-06 Class Notation: NS(BC-A)(IWS)(IHM) /MNSCHG, MPP, LSA, RCF, AFS, BWM",45382,10.85,170.58,12674,"West of England",11500000,"HTK Shipping & Import Export","Vietnam Govt","Vietnam","HTK Shipping & Import Export","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Saiki Heavy Industries Co Ltd",22698,37426,177.8,169.8,"Vietnam",285,"DF","Distillate Fuel"
"22","40.755054","28.912259999999996","0.4000000059604645","135.69999694824222","272.0","0.0","0.0","2022-02-16 09:22:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"23","40.749233000000004","28.91682","0.30000001192092896","150.8000030517578","300.0","0.0","0.0","2022-02-16 10:27:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"24","40.74834","28.917324","0.30000001192092896","147.8000030517578","311.0","0.0","0.0","2022-02-16 10:37:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"25","40.761234","29.570704","7.300000190734862","260.29998779296875","259.0","0.0","1.0","2022-02-16 21:47:00",677017000,"75","SIBEL J",1979,"Germany, Federal Republic Of",19791229,"General Cargo <=4,999 dwt","Dry Cargo/Passenger","TZZ",201202,"Tanzania (Zanzibar)","Zanzibar","5IM270","","Maritime Lloyd Georgia (2017-01-00)",4946,4.22,".000",1518,"Unknown","NULL","Unknown","Unknown","","Karina Shipping Ltd-MAI","Karina Shipping Ltd-MAI","Marshall Islands","Karina Shipping Ltd-MAI","","Unknown","Elsflether Ag",2862,3128,98.71,91.88,"Marshall Islands",".00","YY","Yes, But Type Not Known"
"26","40.752487","29.498372999999997","8.5","262.79998779296875","259.0","0.0","1.0","2022-02-16 22:12:00",677017000,"75","SIBEL J",1979,"Germany, Federal Republic Of",19791229,"General Cargo <=4,999 dwt","Dry Cargo/Passenger","TZZ",201202,"Tanzania (Zanzibar)","Zanzibar","5IM270","","Maritime Lloyd Georgia (2017-01-00)",4946,4.22,".000",1518,"Unknown","NULL","Unknown","Unknown","","Karina Shipping Ltd-MAI","Karina Shipping Ltd-MAI","Marshall Islands","Karina Shipping Ltd-MAI","","Unknown","Elsflether Ag",2862,3128,98.71,91.88,"Marshall Islands",".00","YY","Yes, But Type Not Known"
"27","40.742214000000004","28.121044","11.199999809265137","89.0","93.0","0.0","0.0","2022-02-16 23:28:00",271043916,"75","T. ESRA",2014,"Turkey",20140919,"","Tankers","TRK",201409,"Turkey","Istanbul","TCA3220","","Det Norske Veritas (2014-09-00)Survey Type: Date: 2014-09  NV: Special Survey Date: 2019-12-27 Class Notation: (+) 1A1 Tanker for asphalt/bitumen and oil products with FP above 60oC BIS BWM(T) CCO COAT-PSPC(V; B) E0 ECA(SOx-A) ESP HL(1.3) HOT(250 oC. ) NAUT(OC) Recyclable TMON VCS(1, B)",0,9.266,149.924,4702,"Skuld","NULL","Ditas Deniz Isletmeciligi","TUPRAS","Turkey","Ditas Deniz Isletmeciligi","Kartal Tankercilik AS","Turkey","Ditas Deniz Isletmeciligi","Turkey","Ditas Deniz Isletmeciligi","RMK Marine Gemi Yapim",15674,19968,156.453,147.853,"Turkey",101,"DF","Distillate Fuel"
"28","44.15616","28.643476","0.10000000149011612","52.0","186.0","0.0","5.0","2022-02-16 23:41:00",636021019,"75","DISCOVERY",2012,"China, People's Republic Of",20121018,"Bulk Carrier-Large Handy","Bulk Carriers","LIB",202108,"Liberia","Monrovia","5LBV8","","Nippon Kaiji Kyokai (2013-09-00) NK: Special Survey Date: 2017-08-21 Class Notation: NS(CSR, BC-A, BC-XII, GRAB 25, PSPC-WBT)(IC IS)(ESP)(IWS)(PSCM)(IHM) /MNSCHG, MPP, LSA, RCF, M0, AFS, BWM",46970,10.518,183.682,12191,"Swedish Club",14200000,"BSM GR Management Ltd","Costamare Shipping Co SA","Greece","Costamare Shipping Co SA","Cavalaire Marine Corp","Liberia","Costamare Shipping Co SA","Greece","BSM GR Management Ltd","Zhejiang Ouhua Shipbuilding Co",24195,37019,189.99,183.68,"Greece",130,"DF","Distillate Fuel"
"29","40.824622999999995","28.91858","0.20000000298023224","342.70001220703125","18.0","0.0","0.0","2022-02-16 06:32:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"30","40.824978","28.918707","0.20000000298023224","346.20001220703125","13.0","0.0","0.0","2022-02-16 06:37:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"31","40.912079999999996","28.961613","7.699999809265138","51.5","56.0","0.0","0.0","2022-02-16 23:22:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"32","40.86224","28.91184","7.699999809265138","20.899999618530273","18.0","0.0","0.0","2022-02-16 23:52:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"33","40.969845","28.920746","0.10000000149011612","76.5999984741211","185.0","8.0","1.0","2022-02-16 10:56:00",371773000,"75","RHINE RIVER",2007,"Russia",20070615,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","PAN",202008,"Panama","Panama","H8WV","","Registro Italiano Navale (2020-08-00)Survey Type: Date: 2007-06  RI: Special Survey Date: 2017-06-29 Class Notation: C+ general cargo ship - double side-skin MN (+)AUT-UMS ICE CLASS IC Service Restriction: Special International",8612,5.06,117.06,2841,"Unknown","NULL","Rivers Group Denizcilik Ltd","Rivers Group Denizcilik Ltd","Turkey","Rivers Group Denizcilik Ltd","Rhine River Shipping Corp","Panama","Rivers Group Denizcilik Ltd","Turkey","Rivers Group Denizcilik Ltd","Krasnoye Sormovo",4922,6354,121.7,114.22,"Turkey",103,"DF","Distillate Fuel"
"34","40.968975","28.914753","0.20000000298023224","276.60000610351557","511.0","","","2022-02-16 23:18:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"35","40.389885","27.996166","0.10000000149011612","0.699999988079071","189.0","0.0","1.0","2022-02-16 10:18:00",273298020,"75","NIKOLAI LEONOV",2021,"Russia",20210719,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","RUS",202107,"Russia","Taganrog","UBLV9","","Russian Maritime Register (2021-07-00)Survey Type: Date: 2021-07  RS: Special Survey Date: 2021-07-19 Class Notation: KM(*) Ice2 (hull, machinery) R2 AUT1-ICS BWM(T) CONT(deck and cargo hold) DG(bulk) DG(pack)",10812,4.53,".000",3455,"Unknown","NULL","Alpha LLC","JSC GTLK","Russia","Alpha LLC","JSC GTLK","Russia","Alpha LLC","Russia","Alpha LLC","Krasnoye Sormovo",6305,8157,141,137.08,"Russia",".00","DF","Distillate Fuel"
"36","40.38967","27.99558","0.20000000298023224","252.8000030517578","169.0","0.0","1.0","2022-02-16 10:39:00",273298020,"75","NIKOLAI LEONOV",2021,"Russia",20210719,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","RUS",202107,"Russia","Taganrog","UBLV9","","Russian Maritime Register (2021-07-00)Survey Type: Date: 2021-07  RS: Special Survey Date: 2021-07-19 Class Notation: KM(*) Ice2 (hull, machinery) R2 AUT1-ICS BWM(T) CONT(deck and cargo hold) DG(bulk) DG(pack)",10812,4.53,".000",3455,"Unknown","NULL","Alpha LLC","JSC GTLK","Russia","Alpha LLC","JSC GTLK","Russia","Alpha LLC","Russia","Alpha LLC","Krasnoye Sormovo",6305,8157,141,137.08,"Russia",".00","DF","Distillate Fuel"
"37","40.388832","27.994473","0.10000000149011612","215.6000061035156","105.0","0.0","1.0","2022-02-16 11:09:00",273298020,"75","NIKOLAI LEONOV",2021,"Russia",20210719,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","RUS",202107,"Russia","Taganrog","UBLV9","","Russian Maritime Register (2021-07-00)Survey Type: Date: 2021-07  RS: Special Survey Date: 2021-07-19 Class Notation: KM(*) Ice2 (hull, machinery) R2 AUT1-ICS BWM(T) CONT(deck and cargo hold) DG(bulk) DG(pack)",10812,4.53,".000",3455,"Unknown","NULL","Alpha LLC","JSC GTLK","Russia","Alpha LLC","JSC GTLK","Russia","Alpha LLC","Russia","Alpha LLC","Krasnoye Sormovo",6305,8157,141,137.08,"Russia",".00","DF","Distillate Fuel"
"39","41.54207","29.306034000000004","11.300000190734865","244.0","246.0","0.0","0.0","2022-02-16 10:52:00",374540000,"75","HTK NEPTUNE",2007,"Japan",20070807,"Bulk Carrier-Large Handy","Dry Cargo/Passenger","PAN",201812,"Panama","Panama","3FDD","Falcon","Nippon Kaiji Kyokai (2007-08-00)Survey Type: Date: 2007-08  NK: Special Survey Date: 2020-06-06 Class Notation: NS(BC-A)(IWS)(IHM) /MNSCHG, MPP, LSA, RCF, AFS, BWM",45382,10.85,170.58,12674,"West of England",11500000,"HTK Shipping & Import Export","Vietnam Govt","Vietnam","HTK Shipping & Import Export","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Saiki Heavy Industries Co Ltd",22698,37426,177.8,169.8,"Vietnam",285,"DF","Distillate Fuel"
"40","41.187909999999995","29.093253999999998","9.800000190734863","224.1999969482422","511.0","","","2022-02-16 06:39:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"42","40.739822","29.286965999999996","8.300000190734862","265.70001220703125","263.0","-127.0","1.0","2022-02-16 23:22:00",677017000,"75","SIBEL J",1979,"Germany, Federal Republic Of",19791229,"General Cargo <=4,999 dwt","Dry Cargo/Passenger","TZZ",201202,"Tanzania (Zanzibar)","Zanzibar","5IM270","","Maritime Lloyd Georgia (2017-01-00)",4946,4.22,".000",1518,"Unknown","NULL","Unknown","Unknown","","Karina Shipping Ltd-MAI","Karina Shipping Ltd-MAI","Marshall Islands","Karina Shipping Ltd-MAI","","Unknown","Elsflether Ag",2862,3128,98.71,91.88,"Marshall Islands",".00","YY","Yes, But Type Not Known"
"43","40.965709999999994","28.919006","5.9000000953674325","337.79998779296875","511.0","","","2022-02-16 23:02:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"44","40.737790000000004","27.797289000000003","11.600000381469727","80.30000305175781","80.0","0.0","0.0","2022-02-16 22:10:00",271043916,"75","T. ESRA",2014,"Turkey",20140919,"","Tankers","TRK",201409,"Turkey","Istanbul","TCA3220","","Det Norske Veritas (2014-09-00)Survey Type: Date: 2014-09  NV: Special Survey Date: 2019-12-27 Class Notation: (+) 1A1 Tanker for asphalt/bitumen and oil products with FP above 60oC BIS BWM(T) CCO COAT-PSPC(V; B) E0 ECA(SOx-A) ESP HL(1.3) HOT(250 oC. ) NAUT(OC) Recyclable TMON VCS(1, B)",0,9.266,149.924,4702,"Skuld","NULL","Ditas Deniz Isletmeciligi","TUPRAS","Turkey","Ditas Deniz Isletmeciligi","Kartal Tankercilik AS","Turkey","Ditas Deniz Isletmeciligi","Turkey","Ditas Deniz Isletmeciligi","RMK Marine Gemi Yapim",15674,19968,156.453,147.853,"Turkey",101,"DF","Distillate Fuel"
"45","40.74191","27.889704","11.699999809265135","90.9000015258789","91.0","0.0","0.0","2022-02-16 22:32:00",271043916,"75","T. ESRA",2014,"Turkey",20140919,"","Tankers","TRK",201409,"Turkey","Istanbul","TCA3220","","Det Norske Veritas (2014-09-00)Survey Type: Date: 2014-09  NV: Special Survey Date: 2019-12-27 Class Notation: (+) 1A1 Tanker for asphalt/bitumen and oil products with FP above 60oC BIS BWM(T) CCO COAT-PSPC(V; B) E0 ECA(SOx-A) ESP HL(1.3) HOT(250 oC. ) NAUT(OC) Recyclable TMON VCS(1, B)",0,9.266,149.924,4702,"Skuld","NULL","Ditas Deniz Isletmeciligi","TUPRAS","Turkey","Ditas Deniz Isletmeciligi","Kartal Tankercilik AS","Turkey","Ditas Deniz Isletmeciligi","Turkey","Ditas Deniz Isletmeciligi","RMK Marine Gemi Yapim",15674,19968,156.453,147.853,"Turkey",101,"DF","Distillate Fuel"
"47","40.8809","29.174932000000002","0.10000000149011612","46.0","511.0","-128.0","1.0","2022-02-16 02:58:00",577363000,"75","YUZER 1",1982,"Germany, Federal Republic Of",20090425,"General Cargo <=4,999 dwt","Dry Cargo/Passenger","VAN",201611,"Vanuatu","Port Vila","YJWD6","","Bulgarski Koraben Registar (2016-11-00)",4250,4.68,85.69,1070,"Unknown",650000,"Y&S Shipping Co Int Co","Unknown","","Y&S Shipping Co Int Co","Y&S Shipping Co Int Co","Marshall Islands","Y&S Shipping Co Int Co","","Y&S Shipping Co Int Co","Sietas Schiffswerft Kg",1939,3300,87.97,85.37,"Turkey",".00","YY","Yes, But Type Not Known"
"49","40.819359999999996","28.882137","0.6000000238418579","159.39999389648438","142.0","0.0","0.0","2022-02-16 11:07:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
